Year,Type,Question,Qption_A,Qption_B,Qption_C,Qption_D,Category,Marks,Answer
qp_2012,,"A computer has a 256 KByte, 4-way set associative, write back data cache with block size of 32 Bytes. The 
processor sends 32 bit addresses to the cache controller. Each cache tag directory entry contains, in 
addition to address tag, 2 valid bits, 1 modified bit and 1 replacement bit. 
The number of bits in the tag field of an address is",11,14,16,27,,,
qp_2012,,"A computer has a 256 KByte, 4-way set associative, write back data cache with block size of 32 Bytes. The 
processor sends 32 bit addresses to the cache controller. Each cache tag directory entry contains, in 
addition to address tag, 2 valid bits, 1 modified bit and 1 replacement bit.
The size of the cache tag directory is",160 Kbits,136 Kbits,40 Kbits,32 Kbits,,,
qp_2012,,"The cost function for a product in a firm is given by 5q<sup>2</sup>, where q is the amount of production. The 
firm can sell the product at a market price of Rs. 50 per unit. The number of units to be produced by 
the firm such that the profit is maximized is",5,10,15,25,GeneralAptitude,,
qp_2012,,"Choose the most appropriate alternative from the options given below to complete the following 
sentence: 

Despite several ____ the mission succeeded in its attempt to resolve the conflict.",attempts,setbacks,meetings,delegations,GeneralAptitude,,
qp_2012,,"Which one of the following options is the closest in meaning to the word given below? 

Mitigate",Diminish,Divulge,Dedicate,Denote,GeneralAptitude,,
qp_2012,,Choose the grammatically INCORRECT sentence:,They gave us the money back less the service charges of Three Hundred rupees.,This country's expenditure is not less than that of Bangladesh.,"The committee initially asked for a funding of Fifty Lakh rupees, but later settled for a lesser 
    sum.",This country's expenditure on educational reforms is very less.,GeneralAptitude,,
qp_2012,,"Choose the most appropriate alternative from the options given below to complete the following 
sentence: 

Suresh's dog is the one ____ was hurt in the stampede.",that,which,who,whom,GeneralAptitude,,
qp_2012,,"Wanted Temporary, Part-time persons for the post of Field Interviewer to conduct personal 
interviews to collect and collate economic data. Requirements: High School-pass, must be 
available for Day, Evening and Saturday work. Transportation paid, expenses reimbursed.  

Which one of the following is the best inference from the above advertisement?",Gender-discriminatory,Xenophobic,Not designed to make the post attractive,Not gender-discriminatory,GeneralAptitude,,
qp_2012,,"A political party orders an arch for the entrance to the ground in which the annual convention is 
being held. The profile of the arch follows the equation y = 2x - 0.1x<sup>2</sup>  where y is the height of the 
arch in meters. The maximum possible height of the arch is",8 meters,10 meters,12 meters,14 meters,GeneralAptitude,,
qp_2012,,"An automobile plant contracted to buy shock absorbers from two suppliers X and Y. X supplies 
60% and Y supplies 40% of the shock absorbers. All shock absorbers are subjected to a quality test. 
The ones that pass the quality test are considered reliable. Of X's shock absorbers, 96% are reliable. 
Of Y's shock absorbers, 72% are reliable.  

The probability that a randomly chosen shock absorber, which is found to be reliable, is made by Y 
is",0.288,0.334,0.667,0.720,GeneralAptitude,,
qp_2012,,"Which of the following assertions are CORRECT? 

P: Adding 7 to each entry in a list adds 7 to the mean of the list 
Q: Adding 7 to each entry in a list adds 7 to the standard deviation of the list 
R: Doubling each entry in a list doubles the mean of the list 
S: Doubling each entry in a list leaves the standard deviation of the list unchanged","P, Q","Q, R","P, R","R, S",GeneralAptitude,,
qp_2012,,"Given the sequence of terms, AD  CG   FK  JP, the next term is",OV,OW,PV,PW,GeneralAptitude,,
qp_2013,,"A binary operation &oplus; on a set of integers is defined as x &oplus; y = x<sup>2</sup> + y<sup>2</sup> . Which one of the following 
statements is TRUE about &oplus;?",Commutative but not associative,Both commutative and associative,Associative but not commutative,Neither commutative nor associative,,,
qp_2013,,"Suppose p is the number of cars per minute passing through a certain road junction between 5 PM 
and 6 PM, and p has a Poisson distribution with mean 3. What is the probability of observing fewer 
than 3 cars during any given minute in this interval?",8/(2e<sup>3</sup>),9/(2e<sup>3</sup>),17/(2e<sup>3</sup>),26/(2e<sup>3</sup>),,,
qp_2013,,"Which one of the following does NOT equal
 
1 x x<sup>2</sup> 
1 y y<sup>2</sup>
1 z z<sup>2</sup>","1 x(x + 1) x + 1
    1 y(y + 1) y + 1
    1 z(z + 1) z + 1","1 x + 1 x<sup>2</sup> + 1
    1 y + 1 y<sup>2</sup> + 1
    1 z + 1 z<sup>2</sup> + 1","0 x - y x<sup>2</sup> - y<sup>2</sup>
    0 y - z y<sup>2</sup> - z<sup>2</sup>
    1   z      z<sup>2</sup>","2 x + y x<sup>2</sup> + y<sup>2</sup>
    2 y + z y<sup>2</sup> + z<sup>2</sup>
    1   z      z<sup>2</sup>",,,
qp_2013,,The smallest integer that can be represented by an 8-bit number in 2's complement form is,-256,-128,-127,0,,,
qp_2013,,"In the following truth table, V = 1 if and only if the input is valid.  
 
Inputs      Outputs 
D0 D1 D2 D3 X0 X1 V 
0  0  0  0  x  x  0 
1  0  0  0  0  0  1 
x  1  0  0  0  1  1 
x  x  1  0  1  0  1 
x  x  x  1  1  1  1
 
What function does the truth table represent?",Priority encoder,Decoder,Multiplexer,Demultiplexer,,,
qp_2013,,"Which one of the following is the tightest upper bound that represents the number of swaps 
required to sort n numbers using selection sort?",O(log n),O(n),O(nlog n),O(n<sup>2</sup>),Algorithms,,
qp_2013,,"Which one of the following is the tightest upper bound that represents the time complexity of 
inserting an object into a binary search tree of n nodes?",O(1),O(log n),O(n),O(nlog n),Algorithms,,
qp_2013,,Consider the languages L1 = &Phi; and L2 ={a}. Which one of the following represents L1 L2<sup>*</sup> &cup; L1<sup>*</sup>?,{&epsilon;},&Phi;,a<sup>*</sup>,"{&epsilon;, a}",,,
qp_2013,,"What is the maximum number of reduce moves that can be taken by a bottom-up parser for a 
grammar with no epsilon- and unit-production (i.e., of type A &rarr; &epsilon; and A &rarr; a) to parse a string 
with n tokens?",n/2,n - 1,2n - 1,2<sup>n</sup>,,,
qp_2013,,"A scheduling algorithm assigns priority proportional to the waiting time of a process. Every process 
starts with priority zero (the lowest priority). The scheduler re-evaluates the process priorities every 
T time units and decides the next process to schedule. Which one of the following is TRUE if the 
processes have no I/O operations and all arrive at time zero?",This algorithm is equivalent to the first-come-first-serve algorithm.,This algorithm is equivalent to the round-robin algorithm.,This algorithm is equivalent to the shortest-job-first algorithm.,This algorithm is equivalent to the shortest-remaining-time-first algorithm.,,,
qp_2013,,"Match the problem domains in GROUP I with the solution technologies in GROUP II. 
 
GROUP I                                 GROUP II  
 
(P) Service oriented computing          (1) Interoperability 
(Q) Heterogeneous communicating systems (2) BPMN 
(R) Information representation          (3) Publish-find-bind 
(S) Process description                 (4) XML","P-1, Q-2, R-3, S-4","P-3, Q-4, R-2, S-1","P-3, Q-1, R-4, S-2","P-4, Q-3, R-2, S-1",,,
qp_2013,,"The transport layer protocols used for real time multimedia, file transfer, DNS and email, 
respectively are","TCP, UDP, UDP and TCP","UDP, TCP, TCP and UDP","UDP, TCP, UDP and TCP","TCP, UDP, TCP and UDP",ComputerNetworks,,
qp_2013,,"Using public key cryptography, X adds a digital signature &sigma; to message M, encrypts <M, &sigma;>, and 
sends it to Y, where it is decrypted. Which one of the following sequences of keys is used for the 
operations?","Encryption: X's private key followed by Y's private key; Decryption: X's public key followed 
    by Y's public key","Encryption: X's private key followed by Y's public key; Decryption: X's public key followed 
    by Y's private key","Encryption: X's public key followed by Y's private key; Decryption: Y's public key followed 
    by X's private key","Encryption: X's private key followed by Y's public key; Decryption: Y's private key followed
    by X's public key",,,
qp_2013,,"Assume that source S and destination D are connected through two intermediate routers labeled R. 
Determine how many times each packet has to visit the network layer and the data link layer during 
a transmission from S to D.  

    S - R - R - D",Network layer - 4 times and Data link layer - 4 times,Network layer - 4 times and Data link layer - 3 times,Network layer - 4 times and Data link layer - 6 times,Network layer - 2 times and Data link layer - 6 times,,,
qp_2013,,"An index is clustered, if",it is on a set of fields that form a candidate key.,it is on a set of fields that include the primary key.,the data records of the file are organized in the same order as the data entries of the index.,the data records of the file are organized not in the same order as the data entries of the index.,,,
qp_2013,,"Three concurrent processes X, Y, and Z execute three different code segments that access and 
update certain shared variables. Process X executes the P operation (i.e., wait) on semaphores  
a, b and c; process Y executes the P operation on semaphores b, c and d; process Z executes the  
P operation on semaphores c, d, and a before entering the respective code segments. After 
completing the execution of its code segment, each process invokes the V operation (i.e., signal) on 
its three semaphores. All semaphores are binary semaphores initialized to one. Which one of the 
following represents a deadlock-free order of invoking the P operations by the processes?", X: P(a)P(b)P(c)      Y: P(b)P(c)P(d)      Z: P(c)P(d)P(a), X: P(b)P(a)P(c)      Y: P(b)P(c)P(d)      Z: P(a)P(c)P(d), X: P(b)P(a)P(c)      Y: P(c)P(b)P(d)      Z: P(a)P(c)P(d), X: P(a)P(b)P(c)      Y: P(c)P(b)P(d)      Z: P(c)P(d)P(a),,,
qp_2013,,"Which of the following statements is/are FALSE? 
 
1. For every non-deterministic Turing machine, there exists an equivalent deterministic 
   Turing machine. 
2. Turing recognizable languages are closed under union and complementation. 
3. Turing decidable languages are closed under intersection and complementation. 
4. Turing recognizable languages are closed under union and intersection.",1 and 4 only,1 and 3 only,2 only,3 only,,,
qp_2013,,"Which of the following statements are TRUE?    
    1. The problem of determining whether there exists a cycle in an undirected graph is in P.     
    2. The problem of determining whether there exists a cycle in an undirected graph is in NP. 
    3. If a problem A is NP-Complete, there exists a non-deterministic polynomial time algorithm 
       to solve A.","1, 2 and 3",1 and 2 only,2 and 3 only,1 and 3 only,,,
qp_2013,,"What is the time complexity of Bellman-Ford single-source shortest path algorithm on a complete 
graph of n vertices?",&Theta;(n<sup>2</sup>),&Theta;(n<sup>2</sup>log n),&Theta;(n<sup>3</sup>),&Theta;(n<sup>3</sup>log n),,,
qp_2013,,"In a k-way set associative cache, the cache is divided into v sets, each of which consists of k lines. 
The lines of a set are placed in sequence one after another. The lines in set s are sequenced before 
the lines in set (s+1). The main memory blocks are numbered 0 onwards. The main memory block 
numbered j must be mapped to any one of the cache lines from",(j mod v) * k to (j mod v) * k + (k-1),(j mod v) to (j mod v) + (k-1),(j mod k) to (j mod k) + (v-1),(j mod k) * v to (j mod k) * v + (v-1),,,
qp_2013,,Which one of the following expressions does NOT represent exclusive NOR of x and y?,xy + x'y',x &oplus; y',x' &oplus; y,x' &oplus; y',,,
qp_2013,,Which one of the following functions is continuous at x = 3?,"f(x) = 2, if x = 3
           x - 1, if x > 3
           (x + 3)/3, if < 3","f(x) = 4, if x = 3
           8 - x, if x &ne; 3","f(x) = x + 3, if x &le; 3
           x - 4, if x > 3","f(x) = 1/(x<sup>3</sup> - 27), if x &ne; 3",,,
qp_2013,,"Function f is known at the following points: 
 
x    0 0.3  0.6  0.9  1.2  1.5  1.8  2.1  2.4  2.7  3.0 
f(x) 0 0.09 0.36 0.81 1.44 2.25 3.24 4.41 5.76 7.29 9.00 

The value of <sup>3</sup>&int;<sub>0</sub>f(x)dx  computed using the trapezoidal rule is",8.983,9.003,9.017,9.045,,,
qp_2013,,"Consider an undirected random graph of eight vertices. The probability that there is an edge 
between a pair of vertices is 1/2. What is the expected number of unordered cycles of length three?",1/8,1,7,8,,,
qp_2013,,"Which of the following statements is/are TRUE for undirected graphs?

P: Number of odd degree vertices is even. 
Q: Sum of degrees of all vertices is even.",P only,Q only,Both P and Q,Neither P nor Q,,,
qp_2013,,"The line graph L(G) of a simple graph G is defined as follows: 
 
  There is exactly one vertex v(e) in L(G) for each edge e in G. 
  For any two edges e and e' in G, L(G) has an edge between v(e) and v(e'), if and only if e and e' 
are incident with the same vertex in G. 
 
Which of the following statements is/are TRUE? 
 
(P) The line graph of a cycle is a cycle. 
(Q) The line graph of a clique is a clique. 
(R) The line graph of a planar graph is planar. 
(S) The line graph of a tree is a tree.", P only, P and R only, R only," P, Q and S only",,,
